anime_id,name,genre,type,episodes,members,genres_list
12695,Tight-rope,"Romance, Shounen Ai",OVA,2,18866,"['Romance', ' Shounen Ai']"
5397,Usavich III,Comedy,TV,13,3038,['Comedy']
6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",Special,1,18651,"['Adventure', ' Game', ' Shounen']"
5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7014,"['Fantasy', ' Sci-Fi', ' Shounen', ' Slice of Life']"
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,47280,"['Dementia', ' Drama', ' Horror', ' Mystery', ' Psychological', ' Supernatural']"
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,1763,"['Adventure', ' Comedy', ' Drama', ' Magic', ' Sci-Fi']"
1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,8970,"['Action', ' Adventure', ' Police', ' Sci-Fi']"
34349,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",OVA,2,1885,"['Comedy', ' School', ' Shounen', ' Sports']"
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,1342,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Shounen']"
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,408,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Shounen']"
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,11981,"['Comedy', ' Fantasy', ' Magic']"
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,2640,"['Action', ' Mecha', ' Sci-Fi']"
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,165335,"['Action', ' Drama', ' Horror', ' Psychological', ' Sci-Fi', ' Supernatural']"
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,5118,"['Comedy', ' Supernatural']"
2416,Grander Musashi RV,"Adventure, Sports",TV,39,987,"['Adventure', ' Sports']"
650,Gunsmith Cats,"Action, Comedy, Police, Seinen",OVA,3,15176,"['Action', ' Comedy', ' Police', ' Seinen']"
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,14622,"['Comedy', ' Parody', ' Sci-Fi']"
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,32828,"['Comedy', ' Drama', ' Fantasy', ' Romance']"
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,41960,"['Drama', ' Romance', ' Slice of Life', ' Supernatural']"
1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",TV,25,5646,"['Action', ' Drama', ' Mystery', ' Shounen']"
1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,13265,"['Adventure', ' Comedy', ' Mecha', ' Military', ' Romance', ' Sci-Fi', ' Shounen']"
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",TV,25,4420,"['Action', ' Mecha', ' Military']"
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,35243,"['Romance', ' Shoujo']"
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,1093,"['Action', ' Demons', ' Mecha', ' Sci-Fi', ' Shounen']"
17819,Kyoto Animation: Suiei-hen,Sports,Special,1,8347,['Sports']
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,20859,"['Fantasy', ' Historical', ' Horror', ' Mystery', ' Psychological', ' Supernatural']"
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",Special,1,2338,"['Adventure', ' Comedy', ' Shounen']"
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,5772,"['Drama', ' Mecha', ' Military', ' Romance', ' Sci-Fi', ' Space']"
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,6037,"['Adventure', ' Drama', ' Sci-Fi', ' Space']"
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,30378,"['Action', ' Adventure', ' Martial Arts', ' Shounen', ' Super Power']"
31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",Special,1,12779,"['Action', ' Fantasy', ' Seinen', ' Supernatural']"
27539,Pikmin Short Movies,"Fantasy, Kids",Movie,3,406,"['Fantasy', ' Kids']"
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,1188,"['Action', ' Mecha', ' Sci-Fi', ' Shounen']"
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,1199,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen', ' Space']"
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9,24799,"['Action', ' Fantasy', ' Magic', ' Romance', ' Super Power']"
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",Special,1,2444,"['Action', ' Comedy', ' Police', ' Seinen']"
1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1,10233,"['Drama', ' Romance', ' Sci-Fi', ' Shounen']"
4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,Music,8,22213,['Music']
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,21616,"['Action', ' Horror', ' Sci-Fi', ' Space']"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",OVA,1,46837,"['Comedy', ' Historical', ' Romance', ' Shoujo']"
17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen",Movie,1,3077,"['Action', ' Adventure', ' Fantasy', ' Shounen']"
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1,1848,"['Action', ' Comedy', ' Romance', ' School', ' Sci-Fi']"
3738,Usavich II,"Adventure, Comedy",TV,13,3382,"['Adventure', ' Comedy']"
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",Movie,1,1028,"['Music', ' Shoujo']"
2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",TV,52,12014,"['Drama', ' Historical', ' Slice of Life']"
10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,10,43615,"['Action', ' Fantasy', ' Shounen', ' Supernatural']"
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",TV,52,2631,"['Adventure', ' Fantasy', ' Magic', ' Romance']"
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,6,3817,"['Comedy', ' School']"
9645,Be-Bop Highschool,"Comedy, School, Seinen",OVA,7,1180,"['Comedy', ' School', ' Seinen']"
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,13346,"['Comedy', ' Magic', ' School', ' Slice of Life']"
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,1479,"['Comedy', ' Ecchi', ' Kids', ' School', ' Shounen', ' Slice of Life']"
4586,Daisuki! BuBu ChaCha,Kids,TV,26,800,['Kids']
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,1,1181,['Fantasy']
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",Special,1,10516,"['Adventure', ' Fantasy']"
6361,ef: A Tale of Memories. - Prologue,"Drama, Music",Special,1,21002,"['Drama', ' Music']"
13183,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,2,10824,"['Action', ' Fantasy', ' Supernatural']"
380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,14863,"['Adventure', ' Comedy', ' Fantasy', ' Historical', ' Romance', ' Shoujo']"
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,Special,2,943,['Comedy']
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,67916,"['Comedy', ' Music', ' Romance', ' Shoujo', ' Shounen Ai']"
1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,22648,"['Drama', ' Mecha', ' Sci-Fi', ' Shounen']"
3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,64975,"['Harem', ' Romance', ' School']"
9958,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",Movie,1,22973,"['Comedy', ' Harem', ' Parody']"
23153,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,6001,"['Comedy', ' Harem', ' Parody', ' Romance', ' Shounen']"
3946,Jarinko Chie,"Comedy, Drama, Slice of Life",Movie,1,1406,"['Comedy', ' Drama', ' Slice of Life']"
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,25814,"['Comedy', ' Ecchi', ' School', ' Shounen', ' Sports']"
5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,2,24379,"['Harem', ' Music', ' School', ' Shoujo']"
31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,25,15519,"['Comedy', ' Romance', ' School', ' Shounen', ' Supernatural']"
631,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1,7945,"['Comedy', ' Ecchi', ' Romance', ' Sci-Fi']"
629,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,4460,"['Comedy', ' Fantasy', ' Magic', ' Romance', ' Sci-Fi']"
14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,1,7787,"['Sci-Fi', ' Space']"
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",TV,51,29989,"['Action', ' Comedy', ' Parody']"
19511,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,13014,"['Action', ' Comedy', ' Martial Arts', ' Shounen', ' Super Power']"
4191,Popolocrois Monogatari,"Adventure, Fantasy",TV,25,1260,"['Adventure', ' Fantasy']"
15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,64,9208,"['Comedy', ' Slice of Life']"
2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,4006,"['Action', ' Adventure', ' Game', ' Mecha', ' Sci-Fi', ' Shounen']"
3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,801,['Adventure']
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,1,13238,['Comedy']
33004,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",Special,35,10434,"['Comedy', ' School']"
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,5743,"['Action', ' Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,3100,"['Adventure', ' Drama', ' Mecha', ' Romance', ' Sci-Fi', ' Shounen']"
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,42377,"['Action', ' Horror', ' Sci-Fi', ' Supernatural', ' Vampire']"
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,37944,"['Comedy', ' Drama', ' Harem', ' Romance', ' Slice of Life']"
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,1,59965,"['Comedy', ' Romance', ' School', ' Seinen']"
9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,24821,"['Action', ' Adventure', ' Demons', ' Game', ' Shounen']"
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,9,22926,"['Comedy', ' Ecchi', ' Slice of Life']"
1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,74929,"['Action', ' Adventure', ' Comedy', ' Drama', ' Fantasy', ' Shounen']"
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,1075,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Shounen']"
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,1327,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Sci-Fi', ' Shounen']"
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",TV,26,1238,"['Action', ' Adventure', ' Supernatural']"
4246,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,32514,"['Adventure', ' Mecha', ' Romance', ' Sci-Fi']"
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,5384,"['Action', ' Comedy', ' Fantasy', ' Magic', ' Shoujo']"
12419,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",Special,1,21388,"['Action', ' Sci-Fi', ' Super Power']"
13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,156044,"['Action', ' Ecchi', ' Fantasy', ' Super Power']"
11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,154595,"['Comedy', ' Parody', ' Sci-Fi']"
2264,Jungle Taitei Movie (1997),"Adventure, Fantasy",Movie,1,1771,"['Adventure', ' Fantasy']"
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",TV,13,2655,"['Adventure', ' Comedy', ' Mystery', ' Shounen']"
16033,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,11320,"['Fantasy', ' Sci-Fi', ' Shoujo']"
2048,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12,3303,"['Action', ' Mecha', ' Military', ' Sci-Fi']"
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,17584,"['Action', ' Fantasy', ' Supernatural']"
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27,16288,"['Action', ' Adventure', ' Drama', ' Fantasy', ' Magic', ' Romance']"
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1,3456,"['Action', ' Adventure', ' Comedy', ' Shounen']"
30014,Momokuri,"Comedy, Romance, Slice of Life",ONA,26,26147,"['Comedy', ' Romance', ' Slice of Life']"
13409,Moyashimon Returns,"Comedy, School, Supernatural",TV,11,16251,"['Comedy', ' School', ' Supernatural']"
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,1270,"['Mecha', ' Sci-Fi']"
1732,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,1,12554,"['Comedy', ' Ecchi', ' Fantasy', ' Romance']"
459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,46455,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Shounen', ' Super Power']"
5440,Ougon Yuusha Goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,910,"['Action', ' Adventure', ' Fantasy', ' Mecha', ' Sci-Fi', ' Shounen']"
1493,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26,3368,"['Action', ' Fantasy', ' Martial Arts', ' School', ' Super Power']"
1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,24,23931,"['Action', ' Comedy', ' Drama', ' Military']"
23043,Re Boot,"Drama, Music, School, Slice of Life",Music,1,1544,"['Drama', ' Music', ' School', ' Slice of Life']"
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,52,3921,"['Adventure', ' Historical', ' Romance']"
2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,4161,"['Action', ' Adventure', ' Game', ' Mecha', ' School', ' Sci-Fi', ' Shounen']"
3868,Rose of Versailles Movie,"Drama, Historical, Romance, Shoujo",Movie,1,1824,"['Drama', ' Historical', ' Romance', ' Shoujo']"
22359,Sanzoku no Musume Ronja,Adventure,TV,26,15236,['Adventure']
12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2,13494,"['Comedy', ' Parody']"
3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",Special,1,19488,"['Adventure', ' Comedy', ' Fantasy', ' Parody']"
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",TV,26,2692,"['Action', ' Adventure', ' Martial Arts', ' Sci-Fi']"
19211,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",Special,2,25383,"['Action', ' Mecha', ' Sci-Fi']"
8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,Special,4,5067,['Comedy']
1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,17943,"['Action', ' Comedy', ' Harem', ' Mecha', ' Police', ' Sci-Fi', ' Shounen', ' Space']"
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,1,18991,"['Ecchi', ' Music']"
53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,66597,"['Comedy', ' Drama', ' Harem', ' Romance', ' Slice of Life']"
7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,1,130665,"['Action', ' Drama', ' School', ' Slice of Life']"
3460,Bosco Daibouken,"Adventure, Fantasy, Kids",TV,26,699,"['Adventure', ' Fantasy', ' Kids']"
31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",Special,1,3310,"['Comedy', ' Military']"
1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",TV,26,1315,"['Adventure', ' Comedy', ' Historical']"
12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,1,14079,"['Action', ' Historical', ' Mystery']"
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,59207,"['Adventure', ' Comedy', ' Fantasy', ' Sci-Fi', ' Shounen']"
6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power",OVA,1,18795,"['Action', ' Fantasy', ' Super Power']"
1179,Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26,3108,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen', ' Space', ' Supernatural']"
3219,Gakuen Utopia Manabi Straight! Special,"Comedy, School, Sci-Fi, Slice of Life",Special,1,4800,"['Comedy', ' School', ' Sci-Fi', ' Slice of Life']"
6610,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",Movie,1,38670,"['Action', ' Mystery', ' Sci-Fi', ' Thriller']"
3270,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,11386,"['Drama', ' Mecha', ' Sci-Fi', ' Shounen', ' Sports']"
3421,Kodomo no Omocha,"Comedy, Drama, School, Shoujo",OVA,1,3118,"['Comedy', ' Drama', ' School', ' Shoujo']"
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Shounen, Supernatural",Movie,1,3630,"['Adventure', ' Shounen', ' Supernatural']"
25143,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",OVA,1,8873,"['Drama', ' School', ' Shounen Ai']"
690,Kyuuketsuhime Miyu (TV),"Action, Demons, Drama, Horror, Vampire",TV,26,21550,"['Action', ' Demons', ' Drama', ' Horror', ' Vampire']"
1164,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24,12687,"['Adventure', ' Comedy', ' Fantasy', ' Magic', ' Shounen']"
872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,40,16571,"['Adventure', ' Comedy', ' Fantasy', ' Magic']"
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military",Special,1,3547,"['Action', ' Mecha', ' Military']"
5343,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,12,746,"['Action', ' Adventure', ' Comedy', ' Ecchi', ' Parody', ' Seinen']"
8917,Mouretsu Pirates,"Sci-Fi, Space",TV,26,48245,"['Sci-Fi', ' Space']"
30771,Mudai,"Drama, Music, Romance, Slice of Life",Music,1,1242,"['Drama', ' Music', ' Romance', ' Slice of Life']"
34034,Pokemon Sun &amp; Moon,"Action, Game, Kids, School",TV,Unknown,11030,"['Action', ' Game', ' Kids', ' School']"
11841,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",TV,18,366,"['Action', ' Fantasy', ' Historical', ' Martial Arts']"
3363,RD Sennou Chousashitsu,"Action, Sci-Fi",TV,26,16331,"['Action', ' Sci-Fi']"
4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13,203958,"['Comedy', ' Ecchi', ' Fantasy', ' Harem', ' Romance', ' School', ' Vampire']"
678,Shadow Skill: Eigi,"Adventure, Drama, Fantasy, Magic, Martial Arts, Shounen, Super Power",TV,26,7977,"['Adventure', ' Drama', ' Fantasy', ' Magic', ' Martial Arts', ' Shounen', ' Super Power']"
19117,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",TV,13,53375,"['Adventure', ' Drama', ' Romance']"
2429,Unico: Mahou no Shima e,"Adventure, Fantasy, Kids",Movie,1,1200,"['Adventure', ' Fantasy', ' Kids']"
2716,Urayasu Tekkin Kazoku,"Comedy, Shounen",TV,33,923,"['Comedy', ' Shounen']"
13171,Wasurenagumo,"Comedy, Supernatural",Movie,1,18000,"['Comedy', ' Supernatural']"
1891,YAT Anshin! Uchuu Ryokou,"Adventure, Comedy, Sci-Fi, Shounen",TV,50,887,"['Adventure', ' Comedy', ' Sci-Fi', ' Shounen']"
1246,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,6108,"['Action', ' Drama', ' Military', ' Mystery', ' Psychological', ' Seinen']"
8475,Asura,"Drama, Historical",Movie,1,16702,"['Drama', ' Historical']"
24973,Bokura wa Minna Kawaisou Specials,Comedy,Special,14,7292,['Comedy']
32313,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11,16116,"['Action', ' Demons', ' Drama', ' Fantasy', ' Mystery', ' Sci-Fi', ' Super Power', ' Supernatural']"
8363,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,1125,"['Comedy', ' Ecchi', ' Kids', ' School', ' Shounen', ' Slice of Life']"
4690,Cyborg 009 (1979),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,3625,"['Action', ' Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi",Movie,2,26543,"['Adventure', ' Fantasy', ' Kids', ' Sci-Fi']"
4200,Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi",OVA,10,2783,"['Adventure', ' Comedy', ' Police', ' Sci-Fi']"
2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,864,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Sci-Fi', ' Shounen']"
5670,GA: Geijutsuka Art Design Class,"Comedy, School, Seinen, Slice of Life",TV,12,12825,"['Comedy', ' School', ' Seinen', ' Slice of Life']"
18411,Gingitsune,"Seinen, Slice of Life, Supernatural",TV,12,33429,"['Seinen', ' Slice of Life', ' Supernatural']"
3760,Grimm Douwa: Kin no Tori,"Adventure, Fantasy",Movie,1,405,"['Adventure', ' Fantasy']"
13561,Guilty Crown: 4-koma Gekijou,Comedy,Special,11,13053,['Comedy']
3121,Kodomo no Jikan OVA,"Comedy, Ecchi, School",OVA,3,20376,"['Comedy', ' Ecchi', ' School']"
1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,15420,"['Action', ' Adventure', ' Comedy', ' Drama', ' Mecha', ' Military', ' Music', ' Romance', ' Sci-Fi', ' Shounen']"
2459,Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,"Comedy, Drama, Romance",OVA,1,2341,"['Comedy', ' Drama', ' Romance']"
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",ONA,3,15203,"['Mecha', ' Military', ' Sci-Fi', ' Space']"
15719,Oda Nobuna no Yabou Soushuuhen,"Comedy, Historical, Romance",Special,1,5965,"['Comedy', ' Historical', ' Romance']"
1565,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,191,48203,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Kids']"
31564,Sansha Sanyou,"Comedy, School, Slice of Life",TV,12,28423,"['Comedy', ' School', ' Slice of Life']"
9055,Tamayura,"Comedy, Drama, Slice of Life",OVA,4,23883,"['Comedy', ' Drama', ' Slice of Life']"
22583,Uchuu Kyoudai: Number Zero,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,1,2657,"['Comedy', ' Sci-Fi', ' Seinen', ' Slice of Life', ' Space']"
842,Ushio to Tora,"Action, Comedy, Horror",OVA,10,6086,"['Action', ' Comedy', ' Horror']"
21189,"Wake Up, Girls! Shichinin no Idol","Drama, Music",Movie,1,14420,"['Drama', ' Music']"
553,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,13,34177,"['Comedy', ' Drama', ' Fantasy', ' Horror', ' Magic', ' Shoujo', ' Shounen Ai', ' Vampire']"
482,Yu☆Gi☆Oh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",TV,180,74331,"['Action', ' Comedy', ' Fantasy', ' Game', ' Shounen']"
11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",OVA,2,13671,"['Comedy', ' School', ' Seinen', ' Slice of Life']"
16201,Aku no Hana,"Drama, Psychological, Romance, School",TV,13,86669,"['Drama', ' Psychological', ' Romance', ' School']"
